_id,isPb,wpm,acc,rawWpm,consistency,charStats,mode,mode2,quoteLength,restartCount,testDuration,afkDuration,incompleteTestSeconds,punctuation,numbers,language,funbox,difficulty,lazyMode,blindMode,bailedOut,tags,timestamp
661f837fa45a2d5371030cf2,,52.99,96.73,52.99,59.35,265;0;0;0,time,60,-1,0,60.01,0,0,false,false,english,none,normal,false,false,false,661e403ba45a2d5371f5f27f,1713341311000
661f832ca45a2d53710309c3,,55.39,97.56,55.39,65.43,277;0;0;0,time,60,-1,0,60.02,0,0,false,false,english,none,normal,false,false,false,661e403ba45a2d5371f5f27f,1713341228000
661f82d3a45a2d537103068e,,50.79,96.3,50.79,59.35,254;0;0;0,time,60,-1,0,60.01,0,0,false,false,english,none,normal,false,false,false,661e403ba45a2d5371f5f27f,1713341139000
661f824ba45a2d53710301c2,,44.59,94.58,44.59,51.57,223;0;0;0,time,60,-1,0,60.01,1,0,false,false,english,none,normal,false,false,false,661e403ba45a2d5371f5f27f,1713341003000
661f818fa45a2d537102fb32,,44.59,94.51,44.59,49.6,223;0;0;0,time,60,-1,0,60.01,2,0,false,false,english,none,normal,false,false,false,661e403ba45a2d5371f5f27f,1713340815000
661f8144a45a2d537102f85e,,44.79,97.4,44.79,53.88,224;0;0;0,time,60,-1,0,60.01,2,0,false,false,english,none,normal,false,false,false,661e403ba45a2d5371f5f27f,1713340740000
661f80fda45a2d537102f5a9,,30.79,91.53,30.79,41.46,154;0;0;0,time,60,-1,0,60.02,4,0,false,false,english,none,normal,false,false,false,661e403ba45a2d5371f5f27f,1713340669000
661ed7b6a45a2d5371fdb8df,,58.59,97.38,58.59,66.45,293;0;0;0,time,60,-1,0,60.01,0,0,false,false,english,none,normal,false,false,false,661e403ba45a2d5371f5f27f,1713297334000
661ed755a45a2d5371fdb47c,,48.79,97.23,48.79,54.01,244;0;0;0,time,60,-1,0,60.01,1,0,false,false,english,none,normal,false,false,false,661e403ba45a2d5371f5f27f,1713297237000
661ed6faa45a2d5371fdb086,,52.39,98.15,53.19,63.16,262;1;0;0,time,60,-1,0,60.01,0,0,false,false,english,none,normal,false,false,false,661e403ba45a2d5371f5f27f,1713297146000
661ed69fa45a2d5371fdaca6,,49.4,96.89,49.4,59.34,247;0;0;0,time,60,-1,0,60.01,1,0,false,false,english,none,normal,false,false,false,661e403ba45a2d5371f5f27f,1713297055000
